FullAddress,PrimaryAddress,SecondaryAddress,City,State,ZipCode,OrderRevenue,OrderDate,OrderNumber,CustomerID,FirstTimeOrder
3006 Samuel Via,3006 Samuel Via,,Port Joshua,ID,50070,402.46,2021-06-07,10773017,U5249162,0
2340 Rowe Passage Apt. 031,2340 Rowe Passage,Apt. 031,Port Cheyenneborough,MD,16023,817.08,2021-06-07,43044602,U4363202,1
51916 Paul Harbors,51916 Paul Harbors,,Ritamouth,DE,23582,243.78,2021-06-07,32124935,U5654563,0
6443 Wade Common Port,6443 Wade Common Port,,Mollyhaven,NE,97847,689.58,2021-06-07,84864992,U2415497,1
918 Anderson Isle Suite 101,918 Anderson Isle,Suite 101,Lake Davidton,CO,97036,528.72,2021-06-07,63586432,U4628060,1
3714 Martin Station Suite 129,3714 Martin Station,Suite 129,Carlaburgh,CA,22039,950.74,2021-06-07,40826754,U4791046,1
2091 Nicholas Circles Apt. 389,2091 Nicholas Circles,Apt. 389,East Tonymouth,IL,72850,290.44,2021-06-07,41269288,U6825881,1
PSC 0915 Box 1834,PSC 0915,Box 1834,APO,AA,53105,856.12,2021-06-07,54151304,U3278774,0
1361 Davila Common,1361 Davila Common,,South Jeffrey,CO,78101,459.31,2021-06-07,77874058,U7209503,1
PSC 7855 Box 3638,PSC 7855,Box 3638,APO,AE,60972,931.51,2021-06-07,70239901,U9177674,1
112 Renee Walks East,112 Renee Walks East,,Melissaton,VT,74291,908.84,2021-06-07,54007222,U1255988,1
204 Winters Junctions,204 Winters Junctions,,Moralesbury,ME,50510,29.22,2021-06-07,59659203,U6858883,1
9348 Conley Walks,9348 Conley Walks,,Laurenton,DC,29134,636.66,2021-06-07,47776296,U6376622,1
79944 Roy Underpass Suite 321,79944 Roy Underpass,Suite 321,Carolynshire,TN,92280,462.7,2021-06-07,87520924,U1105132,0
73826 Maria Squares Suite 849,73826 Maria Squares,Suite 849,Haysstad,WY,44877,822.74,2021-06-07,18778994,U6208728,0
602 Carolyn Spring,602 Carolyn Spring,,New Michelle,NJ,69544,222.22,2021-06-07,42800155,U4177424,1
00798 Hubbard Land Port,00798 Hubbard Land Port,,Timothyshire,WA,05546,993.32,2021-06-07,66905533,U1084371,0
73010 Rhonda Island Apt. 398,73010 Rhonda Island,Apt. 398,Wendyside,DC,76706,43.77,2021-06-07,13597306,U2594359,1
199 Soto Neck,199 Soto Neck,,Ryanburgh,AR,06310,101.99,2021-06-07,51753060,U6098982,0
323 Harris Spurs Suite 404,323 Harris Spurs,Suite 404,Andrewberg,DE,98320,294.78,2021-06-07,64930137,U6161289,0
87780 Vanessa Forge East,87780 Vanessa Forge East,,Stephaniemouth,MI,23890,838.55,2021-06-07,27372847,U2544671,1
0456 Kelley Square Apt. 822,0456 Kelley Square,Apt. 822,Beverlyborough,DE,30506,112.11,2021-06-07,48774037,U3915584,0
747 Margaret Keys,747 Margaret Keys,,Woodville,CA,77046,98.78,2021-06-07,40350210,U8454226,0
2978 Rhonda Knoll Apt. 978,2978 Rhonda Knoll,Apt. 978,New Ashleyton,ME,90127,646.73,2021-06-07,26892222,U6060795,0
145 Amber Plaza Suite 534,145 Amber Plaza,Suite 534,West Timothyland,KY,87023,737.13,2021-06-07,54504552,U2324784,1
426 Gary Mountain,426 Gary Mountain,,Catherineshire,AL,42603,85.65,2021-06-07,51902803,U8190105,0
32566 Ann Ridge Apt. 830,32566 Ann Ridge,Apt. 830,Lake Matthewchester,MD,63451,972.97,2021-06-07,86939582,U5276849,1
297 Bailey Ports Port,297 Bailey Ports Port,,Jennamouth,MD,20444,559.07,2021-06-07,17086990,U7179873,0
11636 Patricia Hollow Suite 122,11636 Patricia Hollow,Suite 122,Crawfordside,NE,68728,509.38,2021-06-07,29951680,U9510156,0
060 Ryan Mission,060 Ryan Mission,,Sarahside,ME,91386,718.64,2021-06-08,54146274,U7223340,0
3750 Austin Branch Suite 470,3750 Austin Branch,Suite 470,Kochmouth,MO,40189,746.56,2021-06-08,16174516,U5801022,1
32165 Roberts Lake Suite 448,32165 Roberts Lake,Suite 448,Robinside,ME,44264,403.51,2021-06-08,65105001,U1995001,0
15790 John Passage,15790 John Passage,,West Ericfort,IL,83951,728.32,2021-06-08,39170047,U3894722,0
5536 William Forest Apt. 978,5536 William Forest,Apt. 978,Herreramouth,NC,12344,543.42,2021-06-08,64200184,U1142128,1
130 Ashley Neck Apt. 256,130 Ashley Neck,Apt. 256,North Eric,KS,27123,319.54,2021-06-08,95919688,U1837699,1
1508 Garrett Junctions Suite 464,1508 Garrett Junctions,Suite 464,East Nancy,IN,40629,449.89,2021-06-08,29382301,U7092235,0
2467 Hurley Haven Apt. 132,2467 Hurley Haven,Apt. 132,North Scottbury,WY,75324,691.65,2021-06-08,94228455,U3721151,1
34724 Lance Landing Apt. 032,34724 Lance Landing,Apt. 032,Murphyport,ID,93120,861.61,2021-06-08,67721238,U3381520,0
929 Bennett Centers Suite 861,929 Bennett Centers,Suite 861,North Christopher,WV,63010,578.25,2021-06-08,14948304,U1829983,1
17019 Martinez Neck Apt. 899,17019 Martinez Neck,Apt. 899,Port Thomasville,ID,76151,71.51,2021-06-08,72082684,U2221568,1
5044 Wilson Pass,5044 Wilson Pass,,Dennismouth,GA,40888,830.98,2021-06-08,28848662,U7745326,1
28332 Tina Village Apt. 408,28332 Tina Village,Apt. 408,Williamfort,CT,60746,966.7,2021-06-08,33523039,U7627705,0
7619 Phillip Mission,7619 Phillip Mission,,Pamelaton,IA,73219,20.44,2021-06-08,51282224,U3660474,0
7930 Elizabeth Fort Apt. 352,7930 Elizabeth Fort,Apt. 352,North Sarah,NH,51521,791.55,2021-06-08,33083040,U9887543,1
06805 Cassie Hill,06805 Cassie Hill,,Michaeltown,WY,58241,152.95,2021-06-08,95705801,U5990491,1
711 Adam Lane,711 Adam Lane,,Port Kelly,NY,22152,908.72,2021-06-08,18982201,U2545719,1
7528 Sara Passage Apt. 701,7528 Sara Passage,Apt. 701,Thomasburgh,DE,26950,430.56,2021-06-08,94986825,U5640919,1
4807 Moore Parkways,4807 Moore Parkways,,East Lisaburgh,IL,84786,591.3,2021-06-08,73907569,U2706799,0
USNV Nichols,USNV Nichols,,FPO,AE,26614,480.01,2021-06-08,88885635,U7536315,0
9816 Brown Gardens Apt. 617,9816 Brown Gardens,Apt. 617,West Adrian,LA,01213,771.55,2021-06-08,82903094,U4875618,1
6122 David Groves,6122 David Groves,,New Sheilaburgh,IA,77411,210.58,2021-06-09,20314712,U6734835,0
431 Selena Mountain,431 Selena Mountain,,Timothyview,ID,85722,592.46,2021-06-09,90965870,U4205607,0
3494 Miller Via Apt. 448,3494 Miller Via,Apt. 448,Davidview,AL,02113,763.51,2021-06-09,54876333,U3779217,1
3508 Aaron Mills Apt. 427,3508 Aaron Mills,Apt. 427,West Heatherton,OR,90321,488.9,2021-06-09,24485103,U5683064,0
5375 Lee Cove Port,5375 Lee Cove Port,,Cynthia,WV,82902,234.78,2021-06-09,87519882,U3604277,0
5944 Chapman Square Apt. 413,5944 Chapman Square,Apt. 413,East Michaelmouth,MA,88511,4.46,2021-06-09,46573115,U4044521,0
50107 Dustin Harbor Apt. 403,50107 Dustin Harbor,Apt. 403,Christopherport,CO,61062,600.46,2021-06-09,17509246,U7784070,0
95386 Kristen Common Apt. 753,95386 Kristen Common,Apt. 753,East Matthewburgh,IA,86885,937.82,2021-06-09,40639209,U2985538,1
80635 Moore Plain,80635 Moore Plain,,New Austin,NJ,17431,15.02,2021-06-09,78492049,U7162967,0
1720 Vincent Mountain Suite 327,1720 Vincent Mountain,Suite 327,Evansmouth,NJ,89752,797.81,2021-06-09,45610650,U5701351,0
1603 Anthony Forks,1603 Anthony Forks,,Jeanetteburgh,ME,94569,536.63,2021-06-09,92990558,U7975401,1
8743 Kim Pike,8743 Kim Pike,,New Benjamin,ME,98169,895.57,2021-06-09,73504612,U9672161,0
PSC 6314 Box 6842,PSC 6314,Box 6842,APO,AE,98169,280.87,2021-06-09,45287868,U9524084,1
064 Sarah Club,064 Sarah Club,,New John,LA,50669,250.47,2021-06-09,39586130,U3201449,0
9490 Albert Oval,9490 Albert Oval,,Jacobmouth,GA,42566,590.81,2021-06-09,24202675,U7334051,0
29329 Michael Extensions Suite 795,29329 Michael Extensions,Suite 795,Port Micheleport,WI,36371,232.6,2021-06-09,44943603,U9835260,0
8525 Hammond Fields Suite 399,8525 Hammond Fields,Suite 399,New Nicholasville,AK,43266,635.99,2021-06-09,67711961,U6856203,0
0003 Rose Orchard,0003 Rose Orchard,,Kaylaton,WV,64389,719.19,2021-06-09,77898537,U9925766,0
532 Brady Vista North,532 Brady Vista North,,Eric,FL,89730,992.24,2021-06-09,58380851,U7630943,1
64957 Hicks Flats Suite 758,64957 Hicks Flats,Suite 758,Jamesside,OH,31960,516.85,2021-06-09,92660983,U7164311,0
68859 Watson Locks,68859 Watson Locks,,Lake Ianfort,WY,14673,61.68,2021-06-09,25319852,U5931014,1
170 Andrew Pine,170 Andrew Pine,,Lake Barbara,TN,32606,27.17,2021-06-09,20005488,U2060111,1
4833 Raymond Squares Suite 657,4833 Raymond Squares,Suite 657,New Marvin,CA,44209,196.49,2021-06-09,38623139,U9953300,1
6535 Carlos Freeway,6535 Carlos Freeway,,Davisborough,GA,14490,242.99,2021-06-09,45270631,U7179054,1
3672 Michael Mountain Suite 448,3672 Michael Mountain,Suite 448,Port Douglastown,MS,65192,192.42,2021-06-09,96675087,U2048597,1
2681 Leslie Well Suite 446,2681 Leslie Well,Suite 446,Lake Zacharyburgh,OK,23752,283.82,2021-06-09,88451254,U5495438,0
9456 Valdez Court West,9456 Valdez Court West,,Derek,WY,48813,815.45,2021-06-09,68791120,U4336341,1
3756 Crawford Course,3756 Crawford Course,,Lake Juliemouth,WV,33208,991.11,2021-06-09,84473944,U6118941,1
60045 Barbara Underpass,60045 Barbara Underpass,,Ingramport,GA,34554,68.17,2021-06-09,50328436,U8814759,0
343 Alexander Harbor Apt. 577,343 Alexander Harbor,Apt. 577,Glendastad,DC,54507,692.74,2021-06-09,61575076,U3433555,1
85793 Marissa Meadows,85793 Marissa Meadows,,Robertville,MN,26684,800.29,2021-06-09,87141637,U2002257,0
84003 Amanda Harbor Apt. 607,84003 Amanda Harbor,Apt. 607,South Amberborough,OH,53918,123.45,2021-06-09,69001915,U8526215,1
82223 Dean Oval Apt. 820,82223 Dean Oval,Apt. 820,Terranceton,NH,88402,390.72,2021-06-09,50068967,U4729404,1
33249 Dalton Passage Apt. 472,33249 Dalton Passage,Apt. 472,North Joel,ND,58440,580.95,2021-06-09,59775580,U3003219,0
4424 Richard Run Apt. 133,4424 Richard Run,Apt. 133,East Juliehaven,WI,95212,333.67,2021-06-10,52111811,U2148352,0
2809 Hicks Prairie Apt. 267,2809 Hicks Prairie,Apt. 267,Edwinmouth,NC,85917,983.01,2021-06-10,26189630,U5764301,0
72167 Stacy Plain Apt. 500,72167 Stacy Plain,Apt. 500,Lake Hannahburgh,MO,49860,832.57,2021-06-10,41816405,U8720176,1
8009 Anthony Shores,8009 Anthony Shores,,South Sharon,MN,75562,397.85,2021-06-10,56933555,U7513949,1
500 Johnson Views Apt. 647,500 Johnson Views,Apt. 647,South Dennis,NH,22247,322.67,2021-06-10,53666077,U1352204,0
PSC 3668 Box 3030,PSC 3668,Box 3030,APO,AA,84374,129.11,2021-06-10,50062514,U5296136,0
PSC 5115 Box 1111,PSC 5115,Box 1111,APO,AE,45345,910.96,2021-06-10,94307031,U9685237,1
7685 Gonzalez Stravenue Suite 616,7685 Gonzalez Stravenue,Suite 616,Bryanfort,AK,47957,278.77,2021-06-10,50664708,U3985581,1
594 Washington Cliff Suite 635,594 Washington Cliff,Suite 635,Lake Amberview,FL,62750,110.13,2021-06-10,30528510,U8647975,1
35098 Bruce Underpass Apt. 269,35098 Bruce Underpass,Apt. 269,Johnsonmouth,VT,17006,649.26,2021-06-10,29857792,U4672928,0
USCGC Brown,USCGC Brown,,FPO,AE,18336,810.54,2021-06-10,74432301,U9264109,1
714 Brandi Course Apt. 367,714 Brandi Course,Apt. 367,Petersonside,SD,76279,97.08,2021-06-10,36603921,U1422494,0
57770 Gregory Views,57770 Gregory Views,,Odonnellmouth,NJ,55973,804.1,2021-06-10,26198674,U3359126,1
2060 Jason Motorway Apt. 923,2060 Jason Motorway,Apt. 923,Lake Jennifer,WY,73228,161.44,2021-06-10,71382296,U4298276,0
172 Bryan Rapids,172 Bryan Rapids,,Lisahaven,OR,12056,284.42,2021-06-10,79826603,U1107329,1
857 Tyler Green Apt. 101,857 Tyler Green,Apt. 101,Danielborough,WY,72959,917.54,2021-06-10,54152516,U6376773,1
1768 Miller Mews Apt. 131,1768 Miller Mews,Apt. 131,Robertston,WV,84702,870.52,2021-06-10,24498010,U8027339,0
5774 Amber Courts,5774 Amber Courts,,East Melissa,NH,59884,510.82,2021-06-10,68218896,U4125719,0
8338 Brian Route East,8338 Brian Route East,,Dawnborough,NV,35292,884.29,2021-06-10,57307761,U7795967,1
2197 Susan Stravenue Apt. 435,2197 Susan Stravenue,Apt. 435,Martinezmouth,SC,33461,581.67,2021-06-10,27693121,U2074074,0
3679 Williams Locks Suite 629,3679 Williams Locks,Suite 629,Holmeshaven,KS,78262,385.67,2021-06-10,64954101,U3421784,1
518 Mendoza Villages Apt. 876,518 Mendoza Villages,Apt. 876,South Miguelport,VA,68365,315.45,2021-06-10,63657315,U4753961,1
762 Ann Pike,762 Ann Pike,,Jonesside,NC,72200,834.45,2021-06-11,58823603,U4365867,1
3581 Warren Islands,3581 Warren Islands,,Nunezside,MO,53871,582.65,2021-06-11,56499783,U9348793,1
079 Adrian Estates Suite 377,079 Adrian Estates,Suite 377,Lake Joshua,OR,66228,35.54,2021-06-11,68964113,U1505433,1
94018 Jason Plains,94018 Jason Plains,,West Paul,AR,47982,246.31,2021-06-11,78697243,U2722309,1
364 Connor Fork,364 Connor Fork,,Jamesside,WA,76534,732.11,2021-06-11,88382743,U2965536,1
PSC 7244 Box 4547,PSC 7244,Box 4547,APO,AE,27933,822.04,2021-06-11,21463509,U7676134,1
344 Johnson Canyon,344 Johnson Canyon,,Lake Jennifer,VA,37756,485.42,2021-06-11,32767901,U5828803,0
717 Davis Walk Port,717 Davis Walk Port,,Annette,MT,54794,690.12,2021-06-11,66894441,U4887783,0
78179 Pena Creek West,78179 Pena Creek West,,Chase,KS,85169,649.36,2021-06-11,58233721,U6270873,1
53388 Palmer Highway Apt. 825,53388 Palmer Highway,Apt. 825,New Jasonton,NE,01694,328.51,2021-06-11,39327882,U7093887,1
54160 Marshall Rue Suite 680,54160 Marshall Rue,Suite 680,South Daniel,AZ,76262,157.19,2021-06-11,29368421,U4359368,0
904 York Neck Apt. 570,904 York Neck,Apt. 570,Davidborough,NM,92593,451.06,2021-06-11,12459994,U3727547,1
87051 William Corners Suite 589,87051 William Corners,Suite 589,New Kennethport,DE,76421,909.47,2021-06-11,98472115,U9296064,0
PSC 7759 Box 9058,PSC 7759,Box 9058,APO,AP,49649,543.96,2021-06-11,32796470,U9807875,0
PSC 0832 Box 3685,PSC 0832,Box 3685,APO,AA,26292,79.64,2021-06-11,62879484,U1024217,1
43828 Lisa Manors Apt. 935,43828 Lisa Manors,Apt. 935,Rodgersstad,CT,34074,814.58,2021-06-11,89023313,U6557275,0
01424 Fitzgerald Alley Apt. 772,01424 Fitzgerald Alley,Apt. 772,Gonzalezport,UT,28073,123.96,2021-06-11,21790613,U7276175,0
701 Anthony Lane Suite 248,701 Anthony Lane,Suite 248,South Kimberlybury,LA,96917,356.78,2021-06-11,60815929,U5700463,0
69439 Jeffrey Court,69439 Jeffrey Court,,Currychester,NC,60095,693.51,2021-06-11,69963587,U1117913,1
13680 Brad Drive,13680 Brad Drive,,Cathymouth,OK,50710,521.73,2021-06-11,39644830,U9836047,0
2267 White Viaduct,2267 White Viaduct,,North Karenmouth,RI,35792,114.17,2021-06-11,28415849,U3964560,0
PSC 9604 Box 2499,PSC 9604,Box 2499,APO,AP,90723,247.71,2021-06-11,23200991,U1205408,1
948 Francisco Stravenue Suite 241,948 Francisco Stravenue,Suite 241,New Jeremyland,AZ,67961,184.43,2021-06-11,12546540,U1547282,0
9915 Larsen Port,9915 Larsen Port,,East Jenniferton,MT,25787,7.55,2021-06-11,18485951,U7563646,0
5433 Shannon Lake Suite 601,5433 Shannon Lake,Suite 601,South Paul,NH,81346,220.5,2021-06-11,54312156,U2576961,1
521 Richard Branch,521 Richard Branch,,Caitlinside,NH,82352,411.1,2021-06-11,63483415,U9476744,0
223 Kristine Crossing Port,223 Kristine Crossing Port,,Jamieside,KS,56699,822.52,2021-06-11,15590648,U3219758,1
035 Amanda Mall,035 Amanda Mall,,North Jesse,IA,67780,325.25,2021-06-11,17309322,U7355519,0
187 Allison Union,187 Allison Union,,Christophermouth,DE,86566,528.01,2021-06-11,38732447,U3465101,0
700 Kennedy Mill South,700 Kennedy Mill South,,Adrienne,NC,11750,324.32,2021-06-11,41231522,U8969619,0
5042 Amanda Shore,5042 Amanda Shore,,Lake Seanberg,ID,14848,702.14,2021-06-11,68809468,U8122749,1
45618 Patton Extension Suite 927,45618 Patton Extension,Suite 927,Kevinfort,CO,49691,991.68,2021-06-11,13054011,U8170997,1
FPO AP,FPO AP,,,,14550,261.76,2021-06-11,86203817,U8975823,0
664 Gregory Points Suite 615,664 Gregory Points,Suite 615,North Kimberlymouth,LA,66669,724.48,2021-06-11,99885486,U8427817,0
66087 Weaver Rest Port,66087 Weaver Rest Port,,Kristenburgh,WI,15917,755.59,2021-06-11,61054301,U6367634,1
06756 Jade Center,06756 Jade Center,,South Benjamin,AK,29194,772.13,2021-06-12,14125514,U8322590,0
225 Barnett Light,225 Barnett Light,,Cruzmouth,WA,38710,195.08,2021-06-12,66740209,U3536106,1
3072 Daniel Lodge North,3072 Daniel Lodge North,,Kyle,TN,20229,509.03,2021-06-12,17812147,U4962129,1
657 Evans Rapid Apt. 777,657 Evans Rapid,Apt. 777,Scottburgh,TX,28287,940.55,2021-06-12,83578519,U7274277,1
1140 Elizabeth Via Suite 595,1140 Elizabeth Via,Suite 595,West Andrewburgh,NE,25339,878.13,2021-06-12,53590270,U4439602,0
03668 Lee Harbor,03668 Lee Harbor,,North Nicole,TX,17491,935.39,2021-06-12,58559825,U1433991,0
32809 John Manor Apt. 721,32809 John Manor,Apt. 721,East Audrey,AK,93326,16.7,2021-06-12,68669819,U6852937,0
782 Anthony Mountains,782 Anthony Mountains,,Jenniferbury,VT,92966,316.35,2021-06-12,92534967,U8406269,0
154 Little Plaza Apt. 228,154 Little Plaza,Apt. 228,West Julie,ND,79573,911.23,2021-06-12,91463079,U9092040,0
1235 Martin Loaf Suite 918,1235 Martin Loaf,Suite 918,Port Sharon,NE,43311,961.31,2021-06-12,34845235,U3088935,0
167 Gerald Alley Suite 571,167 Gerald Alley,Suite 571,Russellfort,MA,37200,119.91,2021-06-12,28850743,U5781393,0
29424 Douglas Skyway Apt. 595,29424 Douglas Skyway,Apt. 595,North Paulchester,WI,91892,837.8,2021-06-12,79422839,U9004038,1
14499 Clayton Village,14499 Clayton Village,,North Abigailton,CA,24752,338.22,2021-06-12,23261697,U6244850,0
52956 Ruiz Manors Suite 132,52956 Ruiz Manors,Suite 132,Lake Nancy,NJ,97581,167.95,2021-06-12,35231665,U8146219,1
USS Warren,USS Warren,,FPO,AA,56303,232.15,2021-06-12,34454001,U2986327,1
PSC 4255 Box 9715,PSC 4255,Box 9715,APO,AA,44597,615.04,2021-06-12,11572225,U5089934,1
54943 Alvarado Island Apt. 705,54943 Alvarado Island,Apt. 705,Brandonmouth,IN,03754,121.02,2021-06-12,27516819,U2692250,0
5816 Tyler Oval Apt. 731,5816 Tyler Oval,Apt. 731,North Amanda,OH,99274,935.05,2021-06-12,99980128,U2488875,1
116 Garcia Manor,116 Garcia Manor,,Millerhaven,IN,50033,893.25,2021-06-12,93417798,U9317392,1
536 Dillon Ramp Apt. 042,536 Dillon Ramp,Apt. 042,West Jennifer,VT,23574,787.91,2021-06-12,13542516,U9966945,0
22011 Island Apt. 196,22011 Island,Apt. 196,Lake Samuelfurt,KY,77348,839.39,2021-06-12,49660256,U7737082,1
156 Jean Fort,156 Jean Fort,,Barnesmouth,AK,65261,736.03,2021-06-12,63151356,U7265805,0
566 Smith Forge Suite 916,566 Smith Forge,Suite 916,South David,MD,49552,442.15,2021-06-13,98642391,U3647044,0
854 Ortiz Lock Suite 001,854 Ortiz Lock,Suite 001,North Carol,UT,61063,375.83,2021-06-13,22851785,U6921073,0
168 Cathy Flat Apt. 450,168 Cathy Flat,Apt. 450,Port Richard,NV,73006,235.52,2021-06-13,74351991,U7483880,1
486 Sharp Square Apt. 989,486 Sharp Square,Apt. 989,North Charlesbury,UT,45663,879.92,2021-06-13,94005183,U8437309,1
28945 David Dale,28945 David Dale,,Wardchester,OK,12720,327.71,2021-06-13,11324482,U7593773,0
369 Browning Pine Apt. 900,369 Browning Pine,Apt. 900,Lake Christina,VT,24530,198.02,2021-06-13,47851169,U7226904,1
USS Clark,USS Clark,,FPO,AA,01996,237.5,2021-06-13,85481955,U6754504,0
PSC 5106 Box 4731,PSC 5106,Box 4731,APO,AP,91783,533.6,2021-06-13,96444020,U1895764,0
554 Garcia Meadows Suite 095,554 Garcia Meadows,Suite 095,Kathleenport,UT,01790,127.81,2021-06-13,53141126,U9466677,1
60822 Stephanie Vista Suite 992,60822 Stephanie Vista,Suite 992,Mcgeefort,NE,25245,889.88,2021-06-13,20112151,U7897947,1
18544 Knight Mountains Suite 601,18544 Knight Mountains,Suite 601,North Jennifermouth,WV,59442,52.59,2021-06-13,19457597,U7419365,1
21283 Mueller Crossing Apt. 021,21283 Mueller Crossing,Apt. 021,West Juliebury,AL,89047,735.31,2021-06-13,68388399,U1423185,0
246 Riley Stream Apt. 003,246 Riley Stream,Apt. 003,West Katieville,ID,10878,181.97,2021-06-13,55320790,U3126715,0
614 Michael Flat,614 Michael Flat,,Cervanteshaven,NV,56962,309.98,2021-06-13,85327056,U4303370,1
5877 Chelsey Causeway Apt. 759,5877 Chelsey Causeway,Apt. 759,Batesside,NY,88439,103.24,2021-06-13,73284545,U1800400,0
USNV Griffin,USNV Griffin,,FPO,AP,60927,813.24,2021-06-13,38440644,U9862503,1
686 Brown Loaf,686 Brown Loaf,,Hammondview,NE,10742,912.33,2021-06-13,65690708,U2514563,0
74561 Elizabeth Keys,74561 Elizabeth Keys,,Monicafort,MN,83648,678.72,2021-06-13,81902238,U8751785,0
657 Tammy Burg Suite 728,657 Tammy Burg,Suite 728,East Richard,WA,30795,635.46,2021-06-13,44152663,U4389891,0
1392 Smith Cove,1392 Smith Cove,,West Faith,AZ,23923,285.16,2021-06-13,31625004,U8384804,0
4479 Theresa Squares Suite 875,4479 Theresa Squares,Suite 875,Walkershire,MI,84538,418.79,2021-06-14,78714629,U3274849,0
62165 Christopher Viaduct,62165 Christopher Viaduct,,Lake David,VT,90761,743.43,2021-06-14,25315547,U5969795,0
2569 Gregory Street,2569 Gregory Street,,Porterberg,PA,55976,473.42,2021-06-14,30763002,U3619740,1
9339 Gibbs Crossing Apt. 602,9339 Gibbs Crossing,Apt. 602,Carlsonmouth,WY,01370,809.94,2021-06-14,81017725,U2024268,0
8454 Alison Row,8454 Alison Row,,Lake Karen,GA,00754,506.89,2021-06-14,78714324,U8197621,0
99135 Jose Route Apt. 466,99135 Jose Route,Apt. 466,East Nicolaschester,ND,91571,802.7,2021-06-14,77814170,U6687073,0
45954 Nguyen Green West,45954 Nguyen Green West,,Amber,CT,06660,571.64,2021-06-14,31999299,U7028263,1
963 Hailey Ports Apt. 291,963 Hailey Ports,Apt. 291,West Theresaburgh,NV,20992,775.3,2021-06-14,91294790,U8481833,0
36846 Blake Summit Apt. 485,36846 Blake Summit,Apt. 485,Roberttown,ND,43114,688.2,2021-06-14,44942566,U5045537,0
1471 Garcia Ramp Apt. 314,1471 Garcia Ramp,Apt. 314,Contreraschester,VA,57735,931.81,2021-06-14,66082431,U9330843,1
47610 Holmes Cliffs Apt. 634,47610 Holmes Cliffs,Apt. 634,Port Lindseyville,AK,14074,636.07,2021-06-14,75842263,U9413232,1
4474 Sylvia Drives,4474 Sylvia Drives,,Gonzalesfort,NH,66149,438.7,2021-06-14,89246832,U3768667,1
165 Martin Cliff,165 Martin Cliff,,Jeffersonville,IA,41845,601.13,2021-06-14,22211556,U3913401,0
5710 Castaneda Overpass,5710 Castaneda Overpass,,South Paul,UT,35437,552.69,2021-06-14,67013691,U7939458,1
20674 Hayden Forks Apt. 045,20674 Hayden Forks,Apt. 045,Port Christyfurt,OH,22316,928.58,2021-06-14,22821919,U6488320,1
67061 Weaver Drives,67061 Weaver Drives,,Holmesfort,MS,21571,226.38,2021-06-14,74902918,U2537654,0
3446 Martin Hill Suite 032,3446 Martin Hill,Suite 032,Shaneview,AR,41084,825.28,2021-06-14,96843652,U6357197,1
78336 Hannah Tunnel,78336 Hannah Tunnel,,Murrayport,DE,64443,171.38,2021-06-14,27583640,U2790123,0
52904 Lopez Plains Apt. 989,52904 Lopez Plains,Apt. 989,North Kim,MN,92535,407.75,2021-06-14,35928283,U6673348,1
194 Smith Park,194 Smith Park,,Terrellberg,WI,13174,257.65,2021-06-14,61113478,U3050896,1
89468 David Views Apt. 980,89468 David Views,Apt. 980,Bobbyshire,GA,85938,5.65,2021-06-14,33086136,U2101907,0
9076 Mary Greens,9076 Mary Greens,,Clarkton,ID,75246,629.77,2021-06-14,88974735,U5024901,0
79596 Timothy Spurs Suite 218,79596 Timothy Spurs,Suite 218,Waltersstad,UT,70882,719.79,2021-06-14,15193850,U5224992,1
USS Tran,USS Tran,,FPO,AE,36259,817.01,2021-06-14,72316697,U8690871,1
6674 Kenneth Shores South,6674 Kenneth Shores South,,Shane,VT,41054,13.14,2021-06-14,75840377,U3252263,0
9976 Ford Terrace,9976 Ford Terrace,,Richardville,MN,34184,654.26,2021-06-14,57527023,U8729887,1
4412 Alejandra Pine Apt. 504,4412 Alejandra Pine,Apt. 504,Robintown,VT,53610,633.34,2021-06-14,39543238,U7463487,1
699 Isaac Heights Suite 988,699 Isaac Heights,Suite 988,Port Christopherton,ID,29369,355.87,2021-06-14,88072070,U7965399,0
992 Carter Road,992 Carter Road,,New Paigeland,CO,45398,637.36,2021-06-14,94955734,U5936479,1
704 Dean Loaf Apt. 089,704 Dean Loaf,Apt. 089,Smithfurt,MD,41898,637.59,2021-06-14,85829382,U2691870,0
8201 Denise Point Suite 223,8201 Denise Point,Suite 223,West Emilyfort,TN,25058,433.68,2021-06-14,53837931,U6076944,0
56531 Timothy Heights Apt. 572,56531 Timothy Heights,Apt. 572,Woodwardport,MD,08027,72.7,2021-06-14,81297426,U7644413,0
171 Shannon Mountains Suite 383,171 Shannon Mountains,Suite 383,Richardborough,FL,47031,792.81,2021-06-14,96870980,U8755929,1
09371 Kristina Trace,09371 Kristina Trace,,Shafferside,OH,48160,948.64,2021-06-14,60281869,U4023158,0
432 Erika Crescent,432 Erika Crescent,,New Katherine,DE,16274,839.4,2021-06-14,51350514,U2653048,0
894 Bethany Course Apt. 776,894 Bethany Course,Apt. 776,West Suemouth,FL,54971,855.61,2021-06-14,47092838,U5321962,1
3834 Kevin Lake,3834 Kevin Lake,,West Michelleburgh,WV,56008,138.68,2021-06-15,38241145,U9037461,0
18010 Kelsey Port,18010 Kelsey Port,,West Charles,AK,17663,682.84,2021-06-15,45414163,U4393806,0
1353 Kevin Roads,1353 Kevin Roads,,Stoneview,NH,99047,846.49,2021-06-15,46194588,U2622727,1
74082 Nichols Drives Apt. 856,74082 Nichols Drives,Apt. 856,New Nancy,NC,15633,386.3,2021-06-15,74641307,U5693298,0
